,id,neighborhood_overview,notes,transit,access,host_since,host_about,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,is_location_exact,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,availability,zipcode_median_price,relative_zipcode_price,amenities_,amenities_Smoke_Detector,amenities_Fire_Extinguisher,amenities_TV,amenities_Shampoo,amenities_Cat(s),amenities_Pets_live_on_this_property,amenities_Free_Parking_on_Street,amenities_Gym,amenities_Wireless_Internet,amenities_Safety_Card,amenities_Indoor_Fireplace,amenities_Cable_TV,amenities_Hangers,amenities_Wheelchair_Accessible,amenities_Laptop_Friendly_Workspace,amenities_Iron,amenities_Elevator_in_Building,amenities_Dryer,amenities_First_Aid_Kit,amenities_Other_pet(s),amenities_Free_Parking_on_Premises,amenities_Dog(s),amenities_Carbon_Monoxide_Detector,amenities_Essentials,amenities_Kitchen,amenities_Breakfast,amenities_Hot_Tub,amenities_Pool,amenities_Washer_/_Dryer,amenities_Family/Kid_Friendly,amenities_Smoking_Allowed,amenities_Pets_Allowed,amenities_24-Hour_Check-in,amenities_Buzzer/Wireless_Intercom,amenities_translation_missing:_en.hosting_amenity_49,amenities_Lock_on_Bedroom_Door,amenities_Washer,amenities_Hair_Dryer,amenities_Doorman,amenities_Heating,amenities_Internet,amenities_Air_Conditioning,amenities_translation_missing:_en.hosting_amenity_50,amenities_Paid_Parking_Off_Premises,amenities_Suitable_for_Events,house_rules_LONG,house_rules_MEDIUM,house_rules_SHORT,host_response_time_a few days or more,host_response_time_within a day,host_response_time_within a few hours,host_response_time_within an hour,host_response_rate_HIGH,host_response_rate_LOW,host_response_rate_MEDIUM,host_acceptance_rate_HIGH,host_acceptance_rate_LOW,host_acceptance_rate_MEDIUM,neighbourhood_cleansed_Allston,neighbourhood_cleansed_Back Bay,neighbourhood_cleansed_Bay Village,neighbourhood_cleansed_Beacon Hill,neighbourhood_cleansed_Brighton,neighbourhood_cleansed_Charlestown,neighbourhood_cleansed_Chinatown,neighbourhood_cleansed_Dorchester,neighbourhood_cleansed_Downtown,neighbourhood_cleansed_East Boston,neighbourhood_cleansed_Fenway,neighbourhood_cleansed_Hyde Park,neighbourhood_cleansed_Jamaica Plain,neighbourhood_cleansed_Leather District,neighbourhood_cleansed_Longwood Medical Area,neighbourhood_cleansed_Mattapan,neighbourhood_cleansed_Mission Hill,neighbourhood_cleansed_North End,neighbourhood_cleansed_Roslindale,neighbourhood_cleansed_Roxbury,neighbourhood_cleansed_South Boston,neighbourhood_cleansed_South Boston Waterfront,neighbourhood_cleansed_South End,neighbourhood_cleansed_West End,neighbourhood_cleansed_West Roxbury,property_type_Apartment,property_type_Bed & Breakfast,property_type_Boat,property_type_Camper/RV,property_type_Condominium,property_type_Dorm,property_type_Entire Floor,property_type_Guesthouse,property_type_House,property_type_Loft,property_type_Other,property_type_Townhouse,property_type_Villa,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,bed_type_Airbed,bed_type_Couch,bed_type_Futon,bed_type_Pull-out Sofa,bed_type_Real Bed,calendar_updated_more than a month ago,calendar_updated_today,calendar_updated_yesterday,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,cancellation_policy_super_strict_30
2306,8187595,False,False,True,False,598,False,False,749,True,True,True,5,2.0,2.0,2.0,319.0,0.0,100.0,1,0.0,3,1125,0,2224.0,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,False,False,False,136,0.0,0.4904109589041096,199.0,1.6030150753768844,False,False,False,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2307,4565470,True,True,True,True,1130,True,False,313,True,True,True,5,2.0,2.0,3.0,279.0,0.0,100.0,1,0.0,3,1125,3,432.0,93.0,9.0,9.0,10.0,10.0,10.0,9.0,False,False,True,61,0.15,0.2356164383561644,199.0,1.4020100502512562,False,True,False,True,True,False,False,False,True,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True,True,False,False,True,True,False,True,True,True,False,False,False,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
2308,6467991,False,False,True,True,1348,True,False,1,True,True,True,1,1.0,1.0,1.0,80.0,250.0,100.0,1,0.0,25,1125,0,2224.0,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,False,False,False,1,0.0,0.0,199.0,0.4020100502512563,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,True,False,False,True,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
2309,6072693,False,False,True,True,872,True,False,1,True,True,True,2,1.0,1.0,1.0,199.0,0.0,50.0,1,0.0,2,1125,16,81.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,True,False,False,1,1.02,0.0,199.0,1.0,False,True,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,True,True,False,False,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
2310,13298014,False,False,False,False,170,False,False,1,True,False,True,1,1.0,1.0,1.0,77.0,0.0,0.0,1,0.0,10,30,1,109.0,60.0,8.0,4.0,10.0,8.0,4.0,6.0,False,False,False,1,0.77,0.0,160.0,0.48125,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
2311,9855,False,False,False,False,2687,True,False,558,True,True,True,3,1.0,1.0,1.0,259.0,0.0,150.0,1,0.0,4,365,3,2205.0,90.0,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,False,False,True,79,0.04,0.9972602739726028,199.0,1.3015075376884422,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,True,False,False,False,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2312,14624367,False,False,False,False,765,True,False,122,True,True,True,5,2.0,2.0,2.0,326.0,0.0,0.0,1,0.0,10,20,0,2224.0,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,False,False,False,13,0.0,0.0547945205479452,199.0,1.6381909547738693,False,True,False,True,True,False,False,False,True,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True,False,False,False,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
2313,8168982,True,False,True,False,598,False,False,749,True,True,True,5,2.0,2.0,2.0,199.0,0.0,100.0,1,0.0,3,1125,0,2224.0,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,False,False,False,136,0.0,0.4904109589041096,199.0,1.0,False,False,False,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2314,6268395,False,False,False,False,598,False,False,749,True,True,True,3,1.0,1.0,1.0,169.0,0.0,100.0,1,0.0,3,1125,0,2224.0,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,False,False,False,136,0.0,0.4876712328767123,199.0,0.8492462311557789,False,True,False,True,True,False,False,False,True,True,False,False,True,True,False,True,True,True,True,True,False,False,False,True,True,True,False,False,True,False,True,False,False,True,False,False,False,True,True,False,True,True,True,False,False,False,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2315,14360470,False,False,False,False,559,False,False,1,True,True,True,1,1.0,1.0,1.0,70.0,0.0,5.0,1,0.0,1,22,1,78.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,False,False,False,1,1.0,0.5945205479452055,160.0,0.4375,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
2316,6446940,True,True,True,True,549,True,False,1,True,True,True,2,1.0,1.0,1.0,98.0,0.0,0.0,1,0.0,1,1125,4,136.0,70.0,8.0,7.0,8.0,9.0,9.0,8.0,False,False,False,1,0.27,0.0,160.0,0.6125,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
2317,7869497,False,False,False,False,598,False,False,749,True,True,True,3,1.0,1.0,1.0,349.0,0.0,100.0,1,0.0,3,1125,2,304.0,60.0,6.0,6.0,7.0,6.0,8.0,6.0,False,False,False,136,0.23,0.7534246575342466,199.0,1.7537688442211055,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
2318,14468407,False,False,False,False,788,True,False,1,True,True,True,2,2.0,1.0,1.0,90.0,0.0,10.0,1,10.0,1,1125,2,87.0,90.0,10.0,8.0,9.0,10.0,10.0,8.0,True,False,False,1,2.0,0.06575342465753424,160.0,0.5625,False,True,True,True,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
2319,6790961,False,False,False,False,598,False,False,749,True,True,True,5,2.0,2.0,2.0,319.0,0.0,100.0,1,0.0,3,1125,1,346.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,False,False,False,136,0.11,0.4904109589041096,199.0,1.6030150753768844,False,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
2320,12183851,True,False,True,False,229,True,False,1,True,False,True,1,1.0,1.0,1.0,70.0,0.0,0.0,1,0.0,1,30,20,152.0,79.0,8.0,6.0,10.0,9.0,9.0,8.0,False,False,False,1,4.17,0.8438356164383561,160.0,0.4375,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
2321,7219056,True,False,True,True,1130,True,False,313,True,True,True,3,1.0,1.0,2.0,379.0,0.0,100.0,1,0.0,3,1125,0,2224.0,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,False,False,True,61,0.0,0.2356164383561644,199.0,1.9045226130653266,False,True,False,True,True,True,True,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,True,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,True,True,False,False,False,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
2322,12969783,False,True,False,False,765,True,False,122,True,True,True,4,2.0,2.0,2.0,315.0,0.0,0.0,1,0.0,10,1125,0,2224.0,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,False,False,False,13,0.0,0.9424657534246575,160.0,1.96875,False,True,False,True,True,False,False,False,True,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True,False,False,False,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
2323,14823724,False,False,False,False,799,True,False,30,True,True,True,6,1.0,1.0,2.0,200.0,99.0,50.0,3,39.0,1,1125,1,78.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,False,False,False,24,1.0,0.030136986301369864,160.0,1.25,False,True,False,True,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,False,False,False,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
2324,9496325,False,False,False,False,829,False,False,1,True,True,True,3,1.0,1.0,2.0,145.0,0.0,25.0,1,0.0,2,1125,4,91.0,87.0,9.0,9.0,10.0,9.0,10.0,9.0,False,False,False,1,0.41,0.8712328767123287,199.0,0.7286432160804021,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
2325,8335652,True,False,True,False,598,False,False,749,True,True,True,5,2.0,2.0,2.0,319.0,0.0,100.0,1,0.0,3,1125,0,2224.0,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,False,False,False,136,0.0,0.4904109589041096,199.0,1.6030150753768844,False,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2326,10034930,False,False,True,False,598,False,False,749,True,True,True,5,2.0,2.0,2.0,199.0,0.0,100.0,1,0.0,3,1125,0,2224.0,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,False,False,False,136,0.0,0.3095890410958904,199.0,1.0,False,False,False,True,True,False,False,False,True,True,False,False,True,True,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True,False,False,False,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2327,13082258,False,False,False,False,645,False,False,1,True,False,True,1,0.5,1.0,1.0,52.0,0.0,0.0,1,0.0,1,1125,2,156.0,80.0,10.0,8.0,10.0,10.0,10.0,10.0,False,False,False,1,0.54,0.0,160.0,0.325,False,True,True,False,True,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,True,False,True,False,True,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
2328,10149314,True,True,True,False,598,False,False,749,True,True,True,3,1.0,1.0,1.0,169.0,0.0,100.0,1,0.0,1,1125,1,237.0,80.0,8.0,10.0,10.0,10.0,8.0,8.0,False,False,False,136,0.18,0.473972602739726,199.0,0.8492462311557789,False,False,False,True,True,False,False,False,True,True,False,False,True,True,False,True,True,True,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,True,False,True,True,True,False,False,False,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2329,12854553,False,False,False,False,1156,False,False,1,True,False,True,2,1.0,1.0,2.0,75.0,0.0,0.0,1,0.0,1,60,0,2224.0,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,False,False,False,1,0.0,0.0,199.0,0.3768844221105528,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
2330,6317304,True,True,True,True,1462,True,False,1,True,True,True,2,1.0,1.0,1.0,193.0,300.0,60.0,1,0.0,1,1125,56,73.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,False,False,False,1,3.83,0.7287671232876712,199.0,0.9698492462311558,False,True,True,True,True,False,False,False,False,True,False,False,True,True,False,True,True,True,True,True,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,True,True,False,False,False,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
2331,2663667,True,True,True,False,965,True,False,1,True,True,True,4,1.0,0.0,2.0,155.0,0.0,0.0,2,15.0,2,14,16,130.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,False,False,False,1,0.66,0.0821917808219178,160.0,0.96875,False,True,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,True,False,False,False,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
2332,13968572,False,False,False,False,128,False,False,1,True,False,True,3,1.0,1.0,1.0,150.0,100.0,75.0,1,0.0,3,14,2,101.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,False,False,False,1,1.58,0.024657534246575342,160.0,0.9375,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
2333,12592117,True,False,True,True,799,True,False,30,True,True,True,8,1.0,2.0,3.0,299.0,99.0,60.0,4,45.0,1,1125,21,90.0,90.0,9.0,9.0,10.0,10.0,10.0,9.0,False,False,False,24,4.85,0.9232876712328767,199.0,1.5025125628140703,False,True,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,False,False,False,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
2334,10036192,False,False,False,False,598,False,False,749,True,True,True,5,2.0,2.0,2.0,199.0,0.0,100.0,1,0.0,3,1125,0,2224.0,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,False,False,False,136,0.0,1.0,199.0,1.0,False,False,False,True,True,False,False,False,True,True,False,False,True,True,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True,False,False,False,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
2335,11985521,True,True,True,False,598,False,False,749,True,True,True,3,1.0,1.0,1.0,169.0,0.0,100.0,1,0.0,3,1125,1,73.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,False,False,False,136,1.0,0.4821917808219178,199.0,0.8492462311557789,False,False,False,True,True,False,False,False,True,True,False,False,True,True,False,True,True,True,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,True,True,False,False,False,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2336,11035223,True,False,True,False,1442,True,False,1,True,False,True,2,1.0,0.0,1.0,103.0,0.0,0.0,1,0.0,1,1125,3,157.0,93.0,10.0,9.0,10.0,10.0,10.0,9.0,False,False,False,1,0.52,0.6794520547945205,199.0,0.5175879396984925,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
2337,8336347,True,False,True,False,598,False,False,749,True,True,True,5,2.0,2.0,2.0,319.0,0.0,100.0,1,0.0,3,1125,2,332.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,False,False,False,136,0.22,0.4904109589041096,199.0,1.6030150753768844,False,False,False,True,True,False,False,False,True,True,False,False,True,False,False,True,True,True,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,True,False,True,True,True,True,False,False,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2338,13083058,False,False,False,False,381,False,False,1,True,True,True,2,1.0,0.0,1.0,120.0,300.0,75.0,1,0.0,1,1125,11,85.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,False,False,False,1,4.93,0.0,199.0,0.6030150753768844,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True,True,False,False,False,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
